,id,neighbourhood_cleansed,reviews_per_month,room_type
5827,36509775,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.84,Entire home/apt
5828,36511656,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.82,Entire home/apt
5829,36527902,ΑΚΡΟΠΟΛΗ,0.92,Entire home/apt
5830,36532912,ΝΕΟΣ ΚΟΣΜΟΣ,0.0,Entire home/apt
5831,36534586,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.58,Entire home/apt
5832,36534700,ΓΚΥΖΗ,0.04,Entire home/apt
5833,36537671,ΑΜΠΕΛΟΚΗΠΟΙ,0.12,Entire home/apt
5834,36539197,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4.62,Entire home/apt
5835,36539400,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,0.26,Entire home/apt
5836,36540385,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,1.68,Private room
5837,36541022,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.0,Hotel room
5838,36541611,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.0,Hotel room
5839,36542507,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.0,Hotel room
5840,36543024,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.0,Hotel room
5841,36543610,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.0,Hotel room
5842,36543895,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.11,Hotel room
5843,36544510,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.0,Private room
5844,36545146,ΝΙΡΒΑΝΑ,0.08,Entire home/apt
5845,36545708,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.0,Private room
5846,36548380,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,1.86,Entire home/apt
5847,36549462,ΝΕΑ ΚΥΨΕΛΗ,1.9,Entire home/apt
5848,36553393,ΙΛΙΣΙΑ,0.0,Entire home/apt
5849,36561593,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,5.12,Entire home/apt
5850,36576119,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.0,Hotel room
5851,36576397,ΝΕΟΣ ΚΟΣΜΟΣ,0.51,Entire home/apt
5852,36576653,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.04,Hotel room
5853,36576831,ΛΥΚΑΒΗΤΤΟΣ,0.78,Entire home/apt
5854,36576998,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.0,Hotel room
5855,36582624,ΑΝΩ ΚΥΨΕΛΗ,0.19,Entire home/apt
5856,36583547,ΠΑΓΚΡΑΤΙ,1.4,Entire home/apt
5857,36597376,ΠΑΓΚΡΑΤΙ,0.26,Entire home/apt
5858,36614600,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,1.33,Entire home/apt
5859,36614766,ΑΜΠΕΛΟΚΗΠΟΙ,0.22,Private room
5860,36624897,ΠΟΛΥΓΩΝΟ,0.43,Entire home/apt
5861,36625329,ΝΕΟΣ ΚΟΣΜΟΣ,0.87,Entire home/apt
5862,36626892,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.41,Entire home/apt
5863,36630200,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.79,Entire home/apt
5864,36631484,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.3,Entire home/apt
5865,36634345,ΚΟΛΩΝΟΣ,1.91,Entire home/apt
5866,36636547,ΓΟΥΔΙ,1.02,Entire home/apt
5867,36648320,ΝΕΟΣ ΚΟΣΜΟΣ,1.0,Entire home/apt
5868,36650478,ΖΑΠΠΕΙΟ,3.05,Entire home/apt
5869,36652776,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.84,Entire home/apt
5870,36659907,ΝΕΟΣ ΚΟΣΜΟΣ,0.49,Entire home/apt
5871,36661188,ΛΥΚΑΒΗΤΤΟΣ,0.31,Entire home/apt
5872,36662178,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,1.85,Entire home/apt
5873,36662690,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,0.0,Entire home/apt
5874,36667483,ΑΜΠΕΛΟΚΗΠΟΙ,1.52,Entire home/apt
5875,36672315,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,5.0,Entire home/apt
5876,36679434,ΚΟΛΩΝΑΚΙ,12.86,Entire home/apt
5877,36679635,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.04,Entire home/apt
5878,36679724,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,0.52,Entire home/apt
5879,36688355,ΚΟΛΩΝΑΚΙ,2.24,Entire home/apt
5880,36697993,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,1.39,Entire home/apt
5881,36698522,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.81,Entire home/apt
5882,36699013,ΝΙΡΒΑΝΑ,0.22,Entire home/apt
5883,36699374,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.75,Entire home/apt
5884,36701541,ΚΥΨΕΛΗ,0.0,Entire home/apt
5885,36711005,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.67,Entire home/apt
5886,36712126,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.6,Entire home/apt
5887,36716254,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,1.23,Entire home/apt
5888,36718117,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.0,Entire home/apt
5889,36719865,ΘΗΣΕΙΟ,0.0,Entire home/apt
5890,36722138,ΠΑΓΚΡΑΤΙ,1.65,Entire home/apt
5891,36726160,ΠΕΤΡΑΛΩΝΑ,0.24,Entire home/apt
5892,36740330,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,3.47,Entire home/apt
5893,36757263,ΑΚΡΟΠΟΛΗ,0.39,Entire home/apt
5894,36758200,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,2.16,Entire home/apt
5895,36759091,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,1.56,Entire home/apt
5896,36786434,ΑΚΡΟΠΟΛΗ,1.1,Entire home/apt
5897,36791609,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.58,Entire home/apt
5898,36793635,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,0.18,Entire home/apt
5899,36796957,ΠΑΤΗΣΙΑ,0.69,Entire home/apt
5900,36801863,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,5.01,Entire home/apt
5901,36807944,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.41,Entire home/apt
5902,36813857,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.34,Entire home/apt
5903,36816172,ΣΕΠΟΛΙΑ,0.15,Entire home/apt
5904,36816636,ΠΕΤΡΑΛΩΝΑ,0.0,Entire home/apt
5905,36824365,ΝΕΟΣ ΚΟΣΜΟΣ,0.56,Entire home/apt
5906,36824908,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,1.21,Entire home/apt
5907,36826311,ΚΕΡΑΜΕΙΚΟΣ,2.32,Entire home/apt
5908,36827541,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,2.89,Entire home/apt
5909,36827789,ΙΛΙΣΙΑ,0.0,Entire home/apt
5910,36840921,ΘΗΣΕΙΟ,0.8,Entire home/apt
5911,36855416,ΝΕΟΣ ΚΟΣΜΟΣ,1.11,Entire home/apt
5912,36856411,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.51,Hotel room
5913,36860963,ΣΤΑΔΙΟ,0.1,Entire home/apt
5914,36861660,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.0,Entire home/apt
5915,36861749,ΣΤΑΔΙΟ,0.0,Entire home/apt
5916,36861937,ΣΤΑΔΙΟ,0.0,Entire home/apt
5917,36862177,ΣΤΑΔΙΟ,0.0,Entire home/apt
5918,36862287,ΣΤΑΔΙΟ,0.04,Entire home/apt
5919,36862405,ΣΤΑΔΙΟ,0.0,Entire home/apt
5920,36863887,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.15,Entire home/apt
5921,36865753,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,4.68,Entire home/apt
5922,36866722,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.0,Private room
5923,36874748,ΑΝΩ ΠΑΤΗΣΙΑ,0.89,Entire home/apt
5924,36875936,ΑΚΡΟΠΟΛΗ,0.04,Entire home/apt
5925,36877251,ΠΕΤΡΑΛΩΝΑ,1.18,Entire home/apt
5926,36883527,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.12,Entire home/apt
5927,36901513,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.04,Hotel room
5928,36901843,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.21,Hotel room
5929,36903220,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.08,Hotel room
5930,36905271,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.0,Hotel room
5931,36910286,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.08,Entire home/apt
5932,36912075,ΝΕΟΣ ΚΟΣΜΟΣ,0.84,Entire home/apt
5933,36913386,ΚΟΛΩΝΟΣ,0.0,Entire home/apt
5934,36922154,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,0.23,Entire home/apt
5935,36925733,ΝΕΑ ΚΥΨΕΛΗ,0.31,Entire home/apt
5936,36926747,ΑΜΠΕΛΟΚΗΠΟΙ,0.55,Entire home/apt
5937,36927912,ΓΚΥΖΗ,1.33,Entire home/apt
5938,36954578,ΑΝΩ ΠΑΤΗΣΙΑ,0.04,Entire home/apt
5939,36956577,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4.8,Entire home/apt
5940,36959020,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.0,Entire home/apt
5941,36960188,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.04,Entire home/apt
5942,36960778,ΕΛΛΗΝΟΡΩΣΩΝ,4.37,Entire home/apt
5943,36963007,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.39,Entire home/apt
5944,36969951,ΠΑΓΚΡΑΤΙ,0.74,Entire home/apt
5945,36970610,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.22,Entire home/apt
5946,36971184,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.28,Entire home/apt
5947,36971200,ΑΝΩ ΠΑΤΗΣΙΑ,0.44,Entire home/apt
5948,36971322,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.49,Entire home/apt
5949,36972141,ΠΕΔΙΟ ΑΡΕΩΣ,4.91,Entire home/apt
5950,36992511,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.0,Entire home/apt
5951,36992874,ΑΝΩ ΚΥΨΕΛΗ,0.04,Entire home/apt
5952,36993248,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,2.98,Entire home/apt
5953,36994609,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,2.3,Entire home/apt
5954,36995115,ΛΥΚΑΒΗΤΤΟΣ,0.66,Entire home/apt
5955,36995332,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.0,Entire home/apt
5956,36995585,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,0.95,Entire home/apt
5957,36997513,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,1.67,Entire home/apt
5958,37001713,ΙΛΙΣΙΑ,2.39,Entire home/apt
5959,37004033,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.0,Entire home/apt
5960,37037584,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,1.72,Entire home/apt
5961,37040404,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,2.88,Entire home/apt
5962,37043508,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,4.8,Entire home/apt
5963,37047413,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.79,Entire home/apt
5964,37048735,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.32,Entire home/apt
5965,37064895,ΒΟΤΑΝΙΚΟΣ,0.27,Entire home/apt
5966,37065137,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.15,Private room
5967,37070639,ΚΟΛΩΝΑΚΙ,0.19,Entire home/apt
5968,37074370,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,1.39,Entire home/apt
5969,37077014,ΑΜΠΕΛΟΚΗΠΟΙ,3.22,Entire home/apt
5970,37084510,ΘΗΣΕΙΟ,1.57,Entire home/apt
5971,37085036,ΝΕΟΣ ΚΟΣΜΟΣ,0.28,Entire home/apt
5972,37085951,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.95,Entire home/apt
5973,37087762,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.61,Entire home/apt
5974,37099886,ΠΑΓΚΡΑΤΙ,0.41,Entire home/apt
5975,37101501,ΝΕΟΣ ΚΟΣΜΟΣ,0.87,Entire home/apt
5976,37101668,ΚΥΨΕΛΗ,0.0,Entire home/apt
5977,37106154,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,2.68,Private room
5978,37107257,ΚΟΛΩΝΑΚΙ,0.35,Entire home/apt
5979,37116653,ΝΕΟΣ ΚΟΣΜΟΣ,0.12,Entire home/apt
5980,37116654,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.62,Entire home/apt
5981,37120993,ΣΤΑΔΙΟ,6.81,Entire home/apt
5982,37136392,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.08,Private room
5983,37138745,ΣΤΑΔΙΟ,0.11,Entire home/apt
5984,37141036,ΑΚΡΟΠΟΛΗ,0.62,Entire home/apt
5985,37143548,ΑΜΠΕΛΟΚΗΠΟΙ,0.69,Entire home/apt
5986,37145287,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.19,Entire home/apt
5987,37146817,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.0,Entire home/apt
5988,37161797,ΑΚΡΟΠΟΛΗ,0.07,Entire home/apt
5989,37168584,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,8.55,Entire home/apt
5990,37171278,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,0.74,Entire home/apt
5991,37171784,ΠΕΤΡΑΛΩΝΑ,0.23,Entire home/apt
5992,37178084,ΠΕΔΙΟ ΑΡΕΩΣ,1.73,Entire home/apt
5993,37192975,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.04,Entire home/apt
5994,37203317,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,1.55,Entire home/apt
5995,37206309,ΠΕΔΙΟ ΑΡΕΩΣ,0.41,Entire home/apt
5996,37207477,ΑΚΡΟΠΟΛΗ,0.74,Entire home/apt
5997,37207941,ΠΟΛΥΓΩΝΟ,0.37,Entire home/apt
5998,37208116,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.41,Entire home/apt
5999,37227102,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.0,Hotel room
6000,37242218,ΠΑΓΚΡΑΤΙ,1.23,Entire home/apt
6001,37243181,ΖΑΠΠΕΙΟ,0.0,Entire home/apt
6002,37244960,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,5.85,Entire home/apt
6003,37245339,ΠΕΤΡΑΛΩΝΑ,0.47,Entire home/apt
6004,37247780,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,5.0,Entire home/apt
6005,37249317,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,4.28,Entire home/apt
6006,37249948,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,4.62,Entire home/apt
6007,37250617,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,3.84,Entire home/apt
6008,37250869,ΑΜΠΕΛΟΚΗΠΟΙ,0.04,Entire home/apt
6009,37251104,ΝΕΟΣ ΚΟΣΜΟΣ,0.0,Entire home/apt
6010,37251688,ΝΕΟΣ ΚΟΣΜΟΣ,0.04,Entire home/apt
6011,37252015,ΖΑΠΠΕΙΟ,0.14,Entire home/apt
6012,37252131,ΝΕΟΣ ΚΟΣΜΟΣ,0.05,Entire home/apt
6013,37252327,ΝΕΟΣ ΚΟΣΜΟΣ,0.0,Entire home/apt
6014,37252437,ΝΕΟΣ ΚΟΣΜΟΣ,0.0,Entire home/apt
6015,37252509,ΝΕΟΣ ΚΟΣΜΟΣ,0.09,Entire home/apt
6016,37253555,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,0.04,Private room
6017,37254218,ΝΕΟΣ ΚΟΣΜΟΣ,0.71,Entire home/apt
6018,37260234,ΠΕΤΡΑΛΩΝΑ,0.73,Entire home/apt
6019,37269115,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.9,Entire home/apt
6020,37270243,ΠΑΓΚΡΑΤΙ,0.63,Entire home/apt
6021,37270948,ΙΛΙΣΙΑ,0.19,Entire home/apt
6022,37272405,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,1.37,Entire home/apt
6023,37274664,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,4.98,Entire home/apt
6024,37277570,ΑΚΡΟΠΟΛΗ,0.2,Entire home/apt
6025,37280389,ΚΥΨΕΛΗ,0.79,Entire home/apt
6026,37282318,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,1.46,Entire home/apt
6027,37283437,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,5.68,Entire home/apt
6028,37286525,ΠΑΤΗΣΙΑ,0.16,Entire home/apt
6029,37287008,ΘΗΣΕΙΟ,1.05,Entire home/apt
6030,37310662,ΝΕΑ ΚΥΨΕΛΗ,0.0,Entire home/apt
6031,37312787,ΠΕΔΙΟ ΑΡΕΩΣ,0.26,Entire home/apt
6032,37314001,ΠΕΔΙΟ ΑΡΕΩΣ,0.15,Entire home/apt
6033,37314205,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,0.16,Entire home/apt
6034,37316449,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,0.71,Entire home/apt
6035,37316956,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,0.26,Entire home/apt
6036,37317872,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,3.06,Entire home/apt
6037,37343354,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,1.22,Entire home/apt
6038,37345543,ΠΑΓΚΡΑΤΙ,0.61,Entire home/apt
6039,37355839,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.86,Entire home/apt
6040,37376082,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.0,Hotel room
6041,37378319,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,1.46,Entire home/apt
6042,37379742,ΝΕΟΣ ΚΟΣΜΟΣ,0.0,Private room
6043,37381788,ΘΗΣΕΙΟ,1.59,Entire home/apt
6044,37381914,ΝΕΟΣ ΚΟΣΜΟΣ,0.0,Entire home/apt
6045,37384328,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,1.18,Entire home/apt
6046,37385445,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.0,Entire home/apt
6047,37386968,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,1.18,Entire home/apt
6048,37391330,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,0.0,Private room
6049,37395439,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,1.65,Entire home/apt
6050,37406480,ΚΥΨΕΛΗ,0.0,Entire home/apt
6051,37414373,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.15,Entire home/apt
6052,37420322,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,11.4,Entire home/apt
6053,37423145,ΚΟΛΩΝΟΣ,1.13,Entire home/apt
6054,37428230,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,3.64,Entire home/apt
6055,37442085,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,1.36,Entire home/apt
6056,37442590,ΘΗΣΕΙΟ,0.47,Entire home/apt
6057,37443970,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.91,Entire home/apt
6058,37445379,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,2.66,Entire home/apt
6059,37445393,ΑΚΡΟΠΟΛΗ,0.31,Entire home/apt
6060,37446657,ΚΟΛΩΝΑΚΙ,0.0,Entire home/apt
6061,37447835,ΠΕΤΡΑΛΩΝΑ,0.59,Entire home/apt
6062,37449930,ΠΕΤΡΑΛΩΝΑ,0.13,Entire home/apt
6063,37452048,ΚΕΡΑΜΕΙΚΟΣ,0.04,Entire home/apt
6064,37453445,ΓΟΥΔΙ,0.31,Entire home/apt
6065,37455416,ΠΑΤΗΣΙΑ,0.84,Entire home/apt
6066,37463460,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,2.58,Entire home/apt
6067,37475910,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,0.11,Entire home/apt
6068,37477616,ΓΟΥΒΑ,0.26,Entire home/apt
6069,37478859,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.33,Entire home/apt
6070,37478868,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2.17,Entire home/apt
6071,37480609,ΠΑΓΚΡΑΤΙ,0.57,Entire home/apt
6072,37487849,ΑΜΠΕΛΟΚΗΠΟΙ,0.0,Entire home/apt
6073,37490127,ΚΟΛΩΝΟΣ,1.68,Entire home/apt
6074,37494030,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,6.86,Entire home/apt
6075,37495421,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.0,Private room
6076,37495641,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.0,Private room
6077,37495809,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,0.0,Private room
6078,37505150,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.19,Entire home/apt
6079,37505916,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,0.11,Entire home/apt
6080,37510792,ΙΛΙΣΙΑ,0.21,Entire home/apt
6081,37514567,ΚΟΛΩΝΑΚΙ,0.37,Entire home/apt
6082,37515430,ΝΙΡΒΑΝΑ,0.0,Entire home/apt
6083,37517381,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.46,Entire home/apt
6084,37519054,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,0.5,Entire home/apt
